category,subcategory,question,answer,reasoning,source
Arithmetic,div,What is 8 divided by 1?,8,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 360 divided by -120?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -1959 by -1.,1959,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -1223 divided by -2?,1223/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,-140 divided by -28,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide 3 by -1333.,-3/1333,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate 1111 divided by 1111.,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,29 divided by 3,29/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,-2360 divided by -472,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 2595 divided by -15?,-173,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate -9582 divided by 3.,-3194,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate -3 divided by -125.,3/125,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate 109 divided by -37.,-109/37,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate -1 divided by -121.,1/121,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -1356 by 4.,-339,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -513 by 19.,-27,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -11451 by 3.,-3817,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 179 divided by 34?,179/34,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -852 divided by -3?,284,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -216 by 3.,-72,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate 2564 divided by -1.,-2564,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate 2046 divided by -5.,-2046/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide 360 by -15.,-24,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,617 divided by 3,617/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate -716 divided by -5.,716/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 5 divided by -78?,-5/78,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate 23 divided by 2.,23/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 0 divided by 5?,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -4120 divided by 4?,-1030,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -450 divided by -50?,9,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,-60 divided by 20,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 9 divided by 4?,9/4,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,-4 divided by 94,-2/47,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide 0 by 274.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 2 divided by -16?,-1/8,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is 1467 divided by -489?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -236 divided by -59?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,What is -9805 divided by -5?,1961,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Calculate -55 divided by -5.,11,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -1028 by -4.,257,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,-11 divided by -13,11/13,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -822 by -2.,411,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Divide -29 by -584.,29/584,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of 72 and -0.4?,-28.8,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-1.3*-173,224.9,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out 5 * 354.,1770.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate 2252*-0.2.,-450.4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of 0.5 and -0.45?,-0.225,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.1 times -50,5.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.01*-155,1.55,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,6 times -4,-24.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-133 * 13,-1729.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out -0.9 * 2.36.,-2.124,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 1247 times 0.5?,623.5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-11.5*-4,46,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Multiply 67 and 1.26.,84.42,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,0.03*3.1,0.093,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of -129 and -2.8?,361.2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate 0.04*11.9.,0.476,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 24 times -148?,-3552.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of 2 and -110.1?,-220.2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,4*1.31,5.24,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 5 times -34?,-170,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.047 * -0.063,0.002961,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -7 times -271?,1897.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate 278*0.5.,139.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate 13*314.,4082.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,359*92,33028.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.4*0.0989,-0.03956,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-45 * 66,-2970.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Multiply -6 and -0.046.,0.276,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate 163*0.02.,3.26,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-1.6297 times 1,-1.6297,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,90.2 * 0.04,3.608,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of -776.5 and -0.1?,77.65,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,0.00155 * -0.4,-0.00062,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out 0.048 * -0.14.,-0.00672,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,4.1*0.763,3.1283,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Product of -232 and 2.,-464,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 2.62 times 0.1?,0.262,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-47*0.04,-1.88,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.5 * 540,-270.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of 0.3 and -81?,-24.3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Calculate -111*4.,-444.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -33 times 0.5?,-16.5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is the product of -41.8 and 4?,-167.2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -0.01765 times 0.5?,-0.008825,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-242*-1,242.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -11 times -10?,110.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -1.3 times 74?,-96.2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out -3230 * -5.,16150,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-4449*0.5,-2224.5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out -35.35 * -0.3.,10.605,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Multiply -3.08 and 4.,-12.32,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Work out -220 * 0.2.,-44.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 63 times -0.2?,-12.6,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-2167 times 3,-6501.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,1006 times 6,6036.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is 427 times 0?,0.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,What is -26.9 times -0.16?,4.304,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-23*28,-644.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,2.9 times 13,37.7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-0.0201 times -0.32,0.006432,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,-58*-12,696.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul,Multiply -0.0756 and 0.14.,-0.010584,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,((-37)/407)/((-1)/11),1,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate ((-1)/4*-1)/((-6)/(-8)).,1/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate 2/(2/(-3))*(-40)/(-160).,-3/4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (44/(-66))/(2/(-15))?,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is 6/(-21)*56/(-72)?,2/9,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (-4)/((-24)/(-2))*-12.,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,((-4)/(-42))/((-22)/(-66)),2/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate -1*(-12)/(-8)*22/(-99).,1/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of 3/(-4)*(-928)/(-174)?,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-2)/(-4)*128/(-32)?,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate (8/(-12))/(-2)*-3.,-1,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,9*3/378*6,3/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (-2)/((242/99)/(-11)).,9,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of 24/16*(-12)/153?,-2/17,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-4)/(8/(-2))*-5?,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (69/(-575))/((-2)/5)?,3/10,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate 0*((-27)/(-6))/9.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-3*(-7)/(-42))/(1/(-6))?,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is (-6*(-5)/(-10))/1?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate (-1)/(-14)*-5*8/(-10).,2/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,2/(-3*1/(-6)),4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate ((-50)/1125)/((-2)/(-10)).,-2/9,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,(28/(-21))/(20/10),-2/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate ((-2)/25)/(((-207)/90)/(-23)).,-4/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,108/(-162)*((-18)/(-14))/(-3),2/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate 80/(-32)*(-8)/(-5).,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is (-1)/18*-15*3/10?,1/4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate -5*(2/8)/(1/4).,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-180)/(-1200)*(-16)/6?,-2/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate ((-65)/(-52))/((-1)/(-4)).,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (8/(-12))/((-14)/(-21)*-1).,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is 24/(-8)*2/(-2)?,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,-1*(-8)/(-220)*-5,2/11,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is ((-8)/(-12))/(9/(162/28))?,3/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate (9/(-16))/((-30)/40)*-8.,-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (7/(-4))/(((-155)/20)/31).,7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate 6/12*-5*-2.,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is ((-4)/6)/((-2)/12)?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-2)/(-3)*(-153)/34?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is ((7/(-3))/7)/(2/18)?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of ((-12)/14)/(11/(308/(-40)))?,3/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (-4)/(720/4)*6.,-2/15,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,(-8)/14*(-9)/72*-4,-2/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate -2*(12/4)/3.,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (196/833)/((-14)/(-17))?,2/7,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate (-6)/(96/16)*(-2)/(-10).,-1/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,(-2)/(-12)*12/((-12)/3),-1/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,2/(3*20/15)*-6,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate ((-16)/(-12))/((-2)/3).,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is 8/(-54)*(-18)/(-4)?,-2/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of ((-2)/(-5*5/(-25)))/(-6)?,1/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate ((3/(-1))/3)/5.,-1/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is (6/((-18)/3))/(18/(-24))?,4/3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate 6*(98/(-21))/7.,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Calculate 10/(-4)*570/475.,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of (-9)/27*(-6)/(-8)?,-1/4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of ((-10)/(-1))/5*(-6)/4?,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of 4*(-10)/(-16)*(-88)/(-55)?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is 4/10*(-55)/176*4?,-1/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is the value of ((-25)/8)/(-5)*(-2)/5?,-1/4,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,What is (-6)/(-3)*-1*6/15?,-4/5,,Mathematics Dataset (Google DeepMind)
Arithmetic,mul_div_multiple,Evaluate 2/(-6)*(-120)/(-80).,-1/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -34, -1.1, 1 in decreasing order.","1, -1.1, -34",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -0.5, 9, 1 in descending order.","9, 1, -0.5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -6, 7, 3, -3.","-6, -3, 3, 7",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -4/27, 0.2, -0.2 in decreasing order.","0.2, -4/27, -0.2",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -2, 3, -282 in decreasing order.","3, -2, -282",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -2, 4, -5, 6, -6 in ascending order.","-6, -5, -2, 4, 6",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -27, -2, 0 in ascending order.","-27, -2, 0",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 5, 181, -5 in descending order.","181, 5, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -5, -11, -10 in descending order.","-5, -10, -11",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 1/14, 2/27, -3/7 in ascending order.","-3/7, 1/14, 2/27",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 42, -0.2, -0.1, -1 in descending order.","42, -0.1, -0.2, -1",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -0.5, 3, 2, -0.4 in descending order.","3, 2, -0.4, -0.5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 3, -6, -268 in decreasing order.","3, -6, -268",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 0, 415, 4, -4, -5 in ascending order.","-5, -4, 0, 4, 415",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -1/2, 3, 4/5, 0.4, -79/14.","-79/14, -1/2, 0.4, 4/5, 3",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 8, -0.4, -1, -0.5 in decreasing order.","8, -0.4, -0.5, -1",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 1020, 5, -5, 2 in decreasing order.","1020, 5, 2, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -23, -1, 1 in decreasing order.","1, -1, -23",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -24/13, 0.4, -3, 2/3 in descending order.","2/3, 0.4, -24/13, -3",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -146, 4, 3, 2, 8 in decreasing order.","8, 4, 3, 2, -146",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -5, 4, 50 in decreasing order.","50, 4, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -17, -4, 3, 14.","-17, -4, 3, 14",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 0, -0.2, -2/23, 1/2, -10 in descending order.","1/2, 0, -2/23, -0.2, -10",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -6, 4, 588, -3, -2 in increasing order.","-6, -3, -2, 4, 588",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 29, 3, -17 in descending order.","29, 3, -17",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -8, 8, -3 in descending order.","8, -3, -8",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 1, 18, 9, 4, -5 in descending order.","18, 9, 4, 1, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 52, -2, -5 in descending order.","52, -2, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -0.043, 5, 4, -5.","-5, -0.043, 4, 5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 27, -9, 4, -1 in decreasing order.","27, 4, -1, -9",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 6, -5, -5/6, 14/9 in increasing order.","-5, -5/6, 14/9, 6",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 6, 2, 1 in decreasing order.","6, 2, 1",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 3, -1, -5, -107.","-107, -5, -1, 3",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 1/17, 1/5, -4, 0.11 in increasing order.","-4, 1/17, 0.11, 1/5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 59, -4, 2, -3, 37 in descending order.","59, 37, 2, -3, -4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -371, 3, -0.4.","-371, -0.4, 3",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -1/6, -0.4, -1/7, 0.3 in descending order.","0.3, -1/7, -1/6, -0.4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 14, 1/8, -1, -28 in descending order.","14, 1/8, -1, -28",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -5, 7, 3, -12 in decreasing order.","7, 3, -5, -12",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -3, 99, -11 in decreasing order.","99, -3, -11",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 3, 4, -4, -1 in increasing order.","-4, -1, 3, 4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 0, -4, 5, -5, 2 in decreasing order.","5, 2, 0, -4, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -11, 1/2, -1/3 in descending order.","1/2, -1/3, -11",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -16, -4, -8, -2, -3.","-16, -8, -4, -3, -2",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -1, -2, 0.89, 0.1, -0.3.","-2, -1, -0.3, 0.1, 0.89",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -4, 616, -10, 2, 5 in decreasing order.","616, 5, 2, -4, -10",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 1/3, 0.5, 0.1, 7 in increasing order.","0.1, 1/3, 0.5, 7",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 3, 16, 0, 21.","0, 3, 16, 21",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -4, 252, 4 in decreasing order.","252, 4, -4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 11, 1, -1, 0, 5 in ascending order.","-1, 0, 1, 5, 11",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put -16, -2, 0 in increasing order.","-16, -2, 0",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -5, 0.1, 1441 in decreasing order.","1441, 0.1, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -52, 2, -4, 3, -5 in descending order.","3, 2, -4, -5, -52",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 34, -5, -4 in decreasing order.","34, -4, -5",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 4, -2, 3, -36.","-36, -2, 3, 4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 0.1, 1/3, -1 in ascending order.","-1, 0.1, 1/3",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 420, 0, 4 in increasing order.","0, 4, 420",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort 1/3, 69, 1/4 in decreasing order.","69, 1/3, 1/4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Sort -18, -12, -4 in increasing order.","-18, -12, -4",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 0, 5, -1, -2, -212 in descending order.","5, 0, -1, -2, -212",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 2, -3, 0, -57 in decreasing order.","2, 0, -3, -57",,Mathematics Dataset (Google DeepMind)
Arithmetic,sort,"Put 17, -3, 0, -133 in descending order.","17, 0, -3, -133",,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many minutes are there in 13/8 of a week?,16380.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many kilograms are there in seventy-five halves of a tonne?,37500.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many millilitres are there in six fifths of a litre?,1200.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many micrograms are there in 0.1586889 milligrams?,158.6889,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 2.112301 millilitres to litres.,0.002112301,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many grams are there in eleven eighths of a kilogram?,1375.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many nanometers are there in twenty-five halves of a micrometer?,12500.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many kilometers are there in 57.27808m?,0.05727808,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many centimeters are there in 0.0982382 nanometers?,9.82382e-09,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many decades are there in twenty-nine fifths of a century?,58.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 80319.95 kilograms to micrograms.,80319950000000,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 5.92509 litres to millilitres.,5925.09,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many millennia are there in 15739.6 centuries?,1573.96,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is five quarters of a litre in millilitres?,1250.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many months are there in seven eighths of a millennium?,10500.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many nanograms are there in 3/5 of a microgram?,600.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 0.9008868 litres in millilitres?,900.8868,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 6.877596 millilitres to litres.,0.006877596,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many centuries are there in 6.312342 decades?,0.6312342,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many kilometers are there in 791701.7 nanometers?,0.0000007917017,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is three eighths of a litre in millilitres?,375.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many nanoseconds are there in 3505.01 microseconds?,3505010.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many years are there in 0.4903807 centuries?,49.03807,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many centuries are there in 27/5 of a millennium?,54.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 1183.053 meters in nanometers?,1183053000000.0,,Mathematics Dataset (Google DeepMind)
